id,latitude,biosample,longitude,accession,sample-desc,sample-name,sample-alias,last-update,geographic location (longitude),"geographic location (country and/or sea,region)",collection date,environmental package,geographic location (latitude),study
SRS5841499,42.48,SAMN13327073,3.14,SRS5841499,Metagenome or environmental sample from seawater metagenome,S137Euk_CAGTTC-BNV7B,S137Euk_CAGTTC-BNV7B,2024-07-29T08:33:46,3.14,France: Mediterranean sea: North West,2017-03-14,Metagenome or environmental,42.48,MGYS00006680
SRS5841486,42.48,SAMN13327059,3.14,SRS5841486,Metagenome or environmental sample from seawater metagenome,S123Euk_TCCTTA-BNV7B,S123Euk_TCCTTA-BNV7B,2024-07-29T08:33:32,3.14,France: Mediterranean sea: North West,2017-01-24,Metagenome or environmental,42.48,MGYS00006680
SRS5841477,42.48,SAMN13327052,3.14,SRS5841477,Metagenome or environmental sample from seawater metagenome,S116Euk_CACCGG-BNV7B,S116Euk_CACCGG-BNV7B,2024-07-29T08:33:18,3.14,France: Mediterranean sea: North West,2016-12-16,Metagenome or environmental,42.48,MGYS00006680
SRS5841474,42.48,SAMN13327049,3.14,SRS5841474,Metagenome or environmental sample from seawater metagenome,S113Euk_TATCGA-BNV7B,S113Euk_TATCGA-BNV7B,2024-07-29T08:33:02,3.14,France: Mediterranean sea: North West,2016-12-06,Metagenome or environmental,42.48,MGYS00006680
SRS5841462,42.48,SAMN13327038,3.14,SRS5841462,Metagenome or environmental sample from seawater metagenome,S102Euk_TATCAT-BNV7B,S102Euk_TATCAT-BNV7B,2024-07-29T08:32:48,3.14,France: Mediterranean sea: North West,2016-09-13,Metagenome or environmental,42.48,MGYS00006680
SRS5841460,42.48,SAMN13326939,3.14,SRS5841460,Metagenome or environmental sample from seawater metagenome,S3Euk_CGAAGG-BNV7B,S3Euk_CGAAGG-BNV7B,2024-07-29T08:32:33,3.14,France: Mediterranean sea: North West,2015-01-12,Metagenome or environmental,42.48,MGYS00006680
SRS5841735,42.48,SAMN13327034,3.14,SRS5841735,Metagenome or environmental sample from seawater metagenome,S98Euk_TGCGCT-BNV7B,S98Euk_TGCGCT-BNV7B,2024-07-29T08:32:20,3.14,France: Mediterranean sea: North West,2016-06-27,Metagenome or environmental,42.48,MGYS00006680
SRS5841730,42.48,SAMN13327032,3.14,SRS5841730,Metagenome or environmental sample from seawater metagenome,S96Euk_TCTTCT-BNV7B,S96Euk_TCTTCT-BNV7B,2024-07-29T08:32:06,3.14,France: Mediterranean sea: North West,2016-06-13,Metagenome or environmental,42.48,MGYS00006680
SRS5841727,42.48,SAMN13327028,3.14,SRS5841727,Metagenome or environmental sample from seawater metagenome,S92Euk_ATTAGG-BNV7B,S92Euk_ATTAGG-BNV7B,2024-07-29T08:31:51,3.14,France: Mediterranean sea: North West,2016-05-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841724,42.48,SAMN13327026,3.14,SRS5841724,Metagenome or environmental sample from seawater metagenome,S90Euk_CCTGCT-BNV7B,S90Euk_CCTGCT-BNV7B,2024-07-29T08:31:37,3.14,France: Mediterranean sea: North West,2016-04-21,Metagenome or environmental,42.48,MGYS00006680
SRS5841725,42.48,SAMN13327025,3.14,SRS5841725,Metagenome or environmental sample from seawater metagenome,S89Euk_AGATAG-BNV7B,S89Euk_AGATAG-BNV7B,2024-07-29T08:31:23,3.14,France: Mediterranean sea: North West,2016-04-18,Metagenome or environmental,42.48,MGYS00006680
SRS5841721,42.48,SAMN13327022,3.14,SRS5841721,Metagenome or environmental sample from seawater metagenome,S86Euk_GGATCA-BNV7B,S86Euk_GGATCA-BNV7B,2024-07-29T08:31:10,3.14,France: Mediterranean sea: North West,2016-04-04,Metagenome or environmental,42.48,MGYS00006680
SRS5841716,42.48,SAMN13327018,3.14,SRS5841716,Metagenome or environmental sample from seawater metagenome,S82Euk_CATCCT-BNV7B,S82Euk_CATCCT-BNV7B,2024-07-29T08:30:55,3.14,France: Mediterranean sea: North West,2016-03-21,Metagenome or environmental,42.48,MGYS00006680
SRS5841712,42.48,SAMN13327013,3.14,SRS5841712,Metagenome or environmental sample from seawater metagenome,S77Euk_CGTTGG-BNV7B,S77Euk_CGTTGG-BNV7B,2024-07-29T08:30:41,3.14,France: Mediterranean sea: North West,2016-02-25,Metagenome or environmental,42.48,MGYS00006680
SRS5841709,42.48,SAMN13327011,3.14,SRS5841709,Metagenome or environmental sample from seawater metagenome,S75Euk_GCAGCT-BNV7B,S75Euk_GCAGCT-BNV7B,2024-07-29T08:30:26,3.14,France: Mediterranean sea: North West,2016-02-18,Metagenome or environmental,42.48,MGYS00006680
SRS5841706,42.48,SAMN13327007,3.14,SRS5841706,Metagenome or environmental sample from seawater metagenome,S71Euk_ACTTTT-BNV7B,S71Euk_ACTTTT-BNV7B,2024-07-29T08:30:11,3.14,France: Mediterranean sea: North West,2016-02-04,Metagenome or environmental,42.48,MGYS00006680
SRS5841701,42.48,SAMN13327005,3.14,SRS5841701,Metagenome or environmental sample from seawater metagenome,S69Euk_GTGTTT-BNV7B,S69Euk_GTGTTT-BNV7B,2024-07-29T08:29:58,3.14,France: Mediterranean sea: North West,2016-01-28,Metagenome or environmental,42.48,MGYS00006680
SRS5841694,42.48,SAMN13326996,3.14,SRS5841694,Metagenome or environmental sample from seawater metagenome,S60Euk_TACAAG-BNV7B,S60Euk_TACAAG-BNV7B,2024-07-29T08:29:43,3.14,France: Mediterranean sea: North West,2015-12-14,Metagenome or environmental,42.48,MGYS00006680
SRS5841693,42.48,SAMN13326993,3.14,SRS5841693,Metagenome or environmental sample from seawater metagenome,S57Euk_TACTCA-BNV7B,S57Euk_TACTCA-BNV7B,2024-07-29T08:29:29,3.14,France: Mediterranean sea: North West,2015-11-30,Metagenome or environmental,42.48,MGYS00006680
SRS5841692,42.48,SAMN13326992,3.14,SRS5841692,Metagenome or environmental sample from seawater metagenome,S56Euk_AGTCGG-BNV7B,S56Euk_AGTCGG-BNV7B,2024-07-29T08:29:13,3.14,France: Mediterranean sea: North West,2015-11-23,Metagenome or environmental,42.48,MGYS00006680
SRS5841688,42.48,SAMN13326990,3.14,SRS5841688,Metagenome or environmental sample from seawater metagenome,S54Euk_GGCCTC-BNV7B,S54Euk_GGCCTC-BNV7B,2024-07-29T08:28:58,3.14,France: Mediterranean sea: North West,2015-11-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841681,42.48,SAMN13326982,3.14,SRS5841681,Metagenome or environmental sample from seawater metagenome,S46Euk_TGCACG-BNV7B,S46Euk_TGCACG-BNV7B,2024-07-29T08:28:42,3.14,France: Mediterranean sea: North West,2015-09-07,Metagenome or environmental,42.48,MGYS00006680
SRS5841678,42.48,SAMN13326978,3.14,SRS5841678,Metagenome or environmental sample from seawater metagenome,S42Euk_TCTTAA-BNV7B,S42Euk_TCTTAA-BNV7B,2024-07-29T08:28:29,3.14,France: Mediterranean sea: North West,2015-08-10,Metagenome or environmental,42.48,MGYS00006680
SRS5841665,42.48,SAMN13326970,3.14,SRS5841665,Metagenome or environmental sample from seawater metagenome,S34Euk_AACCAT-BNV7B,S34Euk_AACCAT-BNV7B,2024-07-29T08:28:15,3.14,France: Mediterranean sea: North West,2015-06-15,Metagenome or environmental,42.48,MGYS00006680
SRS5841668,42.48,SAMN13326968,3.14,SRS5841668,Metagenome or environmental sample from seawater metagenome,S32Euk_ATTTGT-BNV7B,S32Euk_ATTTGT-BNV7B,2024-07-29T08:27:59,3.14,France: Mediterranean sea: North West,2015-06-01,Metagenome or environmental,42.48,MGYS00006680
SRS5841666,42.48,SAMN13326967,3.14,SRS5841666,Metagenome or environmental sample from seawater metagenome,S31Euk_CGGAAC-BNV7B,S31Euk_CGGAAC-BNV7B,2024-07-29T08:27:46,3.14,France: Mediterranean sea: North West,2015-05-27,Metagenome or environmental,42.48,MGYS00006680
SRS5841654,42.48,SAMN13327218,3.14,SRS5841654,Metagenome or environmental sample from seawater metagenome,S135Pro_CAGCGT-BFCG2,S135Pro_CAGCGT-BFCG2,2024-07-29T08:27:32,3.14,France: Mediterranean sea: North West,2017-03-06,Metagenome or environmental,42.48,MGYS00006680
SRS5841652,42.48,SAMN13327215,3.14,SRS5841652,Metagenome or environmental sample from seawater metagenome,S132Pro_CATCCT-BFCG2,S132Pro_CATCCT-BFCG2,2024-07-29T08:27:18,3.14,France: Mediterranean sea: North West,2017-02-23,Metagenome or environmental,42.48,MGYS00006680
SRS5841643,42.48,SAMN13327208,3.14,SRS5841643,Metagenome or environmental sample from seawater metagenome,S125Pro_GCAGCT-BFCG2,S125Pro_GCAGCT-BFCG2,2024-07-29T08:27:02,3.14,France: Mediterranean sea: North West,2017-01-31,Metagenome or environmental,42.48,MGYS00006680
SRS5841638,42.48,SAMN13327202,3.14,SRS5841638,Metagenome or environmental sample from seawater metagenome,S119Pro_GTGTTT-BFCG2,S119Pro_GTGTTT-BFCG2,2024-07-29T08:26:48,3.14,France: Mediterranean sea: North West,2017-01-05,Metagenome or environmental,42.48,MGYS00006680
SRS5841635,42.48,SAMN13327200,3.14,SRS5841635,Metagenome or environmental sample from seawater metagenome,S117Pro_CTCGGT-BFCG2,S117Pro_CTCGGT-BFCG2,2024-07-29T08:26:34,3.14,France: Mediterranean sea: North West,2016-12-19,Metagenome or environmental,42.48,MGYS00006680
SRS5841634,42.48,SAMN13327199,3.14,SRS5841634,Metagenome or environmental sample from seawater metagenome,S116Pro_CCCGGC-BFCG2,S116Pro_CCCGGC-BFCG2,2024-07-29T08:26:20,3.14,France: Mediterranean sea: North West,2016-12-16,Metagenome or environmental,42.48,MGYS00006680
SRS5841631,42.48,SAMN13327198,3.14,SRS5841631,Metagenome or environmental sample from seawater metagenome,S115Pro_GACATC-BFCG2,S115Pro_GACATC-BFCG2,2024-07-29T08:26:06,3.14,France: Mediterranean sea: North West,2016-12-13,Metagenome or environmental,42.48,MGYS00006680
SRS5841633,42.48,SAMN13327196,3.14,SRS5841633,Metagenome or environmental sample from seawater metagenome,S113Pro_GGTCAC-BFCG2,S113Pro_GGTCAC-BFCG2,2024-07-29T08:25:52,3.14,France: Mediterranean sea: North West,2016-12-06,Metagenome or environmental,42.48,MGYS00006680
SRS5841626,42.48,SAMN13327190,3.14,SRS5841626,Metagenome or environmental sample from seawater metagenome,S107Pro_TACTCA-BFCG2,S107Pro_TACTCA-BFCG2,2024-07-29T08:25:37,3.14,France: Mediterranean sea: North West,2016-10-25,Metagenome or environmental,42.48,MGYS00006680
SRS5841622,42.48,SAMN13327188,3.14,SRS5841622,Metagenome or environmental sample from seawater metagenome,S105Pro_ATCGGG-BFCG2,S105Pro_ATCGGG-BFCG2,2024-07-29T08:25:23,3.14,France: Mediterranean sea: North West,2016-10-11,Metagenome or environmental,42.48,MGYS00006680
SRS5841612,42.48,SAMN13327180,3.14,SRS5841612,Metagenome or environmental sample from seawater metagenome,S97Pro_CAGTGA-BFCG2,S97Pro_CAGTGA-BFCG2,2024-07-29T08:25:09,3.14,France: Mediterranean sea: North West,2016-06-20,Metagenome or environmental,42.48,MGYS00006680
SRS5841614,42.48,SAMN13327179,3.14,SRS5841614,Metagenome or environmental sample from seawater metagenome,S96Pro_TGCACG-BFCG2,S96Pro_TGCACG-BFCG2,2024-07-29T08:24:54,3.14,France: Mediterranean sea: North West,2016-06-13,Metagenome or environmental,42.48,MGYS00006680
SRS5841608,42.48,SAMN13327175,3.14,SRS5841608,Metagenome or environmental sample from seawater metagenome,S92Pro_TCTTAA-BFCG2,S92Pro_TCTTAA-BFCG2,2024-07-29T08:24:40,3.14,France: Mediterranean sea: North West,2016-05-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841603,42.48,SAMN13327172,3.14,SRS5841603,Metagenome or environmental sample from seawater metagenome,S89Pro_GTTGCG-BFCG2,S89Pro_GTTGCG-BFCG2,2024-07-29T08:24:23,3.14,France: Mediterranean sea: North West,2016-04-18,Metagenome or environmental,42.48,MGYS00006680
SRS5841600,42.48,SAMN13327168,3.14,SRS5841600,Metagenome or environmental sample from seawater metagenome,S85Pro_GGGGGA-BFCG2,S85Pro_GGGGGA-BFCG2,2024-07-29T08:24:09,3.14,France: Mediterranean sea: North West,2016-03-31,Metagenome or environmental,42.48,MGYS00006680
SRS5841590,42.48,SAMN13327160,3.14,SRS5841590,Metagenome or environmental sample from seawater metagenome,S77Pro_AAGTAA-BFCG2,S77Pro_AAGTAA-BFCG2,2024-07-29T08:23:55,3.14,France: Mediterranean sea: North West,2016-02-25,Metagenome or environmental,42.48,MGYS00006680
SRS5841592,42.48,SAMN13327159,3.14,SRS5841592,Metagenome or environmental sample from seawater metagenome,S76Pro_TTAAGG-BFCG2,S76Pro_TTAAGG-BFCG2,2024-07-29T08:23:41,3.14,France: Mediterranean sea: North West,2016-02-22,Metagenome or environmental,42.48,MGYS00006680
SRS5841584,42.48,SAMN13327155,3.14,SRS5841584,Metagenome or environmental sample from seawater metagenome,S72Pro_GTGTAG-BFCG2,S72Pro_GTGTAG-BFCG2,2024-07-29T08:23:27,3.14,France: Mediterranean sea: North West,2016-02-08,Metagenome or environmental,42.48,MGYS00006680
SRS5841583,42.48,SAMN13326959,3.14,SRS5841583,Metagenome or environmental sample from seawater metagenome,S23Euk_CACCTC-BNV7B,S23Euk_CACCTC-BNV7B,2024-07-29T08:23:11,3.14,France: Mediterranean sea: North West,2015-03-23,Metagenome or environmental,42.48,MGYS00006680
SRS5841582,42.48,SAMN13327151,3.14,SRS5841582,Metagenome or environmental sample from seawater metagenome,S68Pro_GGGTCT-BFCG2,S68Pro_GGGTCT-BFCG2,2024-07-29T08:22:54,3.14,France: Mediterranean sea: North West,2016-01-25,Metagenome or environmental,42.48,MGYS00006680
SRS5841574,42.48,SAMN13327147,3.14,SRS5841574,Metagenome or environmental sample from seawater metagenome,S64Pro_TGTCGT-BFCG2,S64Pro_TGTCGT-BFCG2,2024-07-29T08:22:36,3.14,France: Mediterranean sea: North West,2016-01-11,Metagenome or environmental,42.48,MGYS00006680
SRS5841569,42.48,SAMN13326958,3.14,SRS5841569,Metagenome or environmental sample from seawater metagenome,S22Euk_GTGTAG-BNV7B,S22Euk_GTGTAG-BNV7B,2024-07-29T08:22:20,3.14,France: Mediterranean sea: North West,2015-03-19,Metagenome or environmental,42.48,MGYS00006680
SRS5841568,42.48,SAMN13326940,3.14,SRS5841568,Metagenome or environmental sample from seawater metagenome,S4Euk_TTGAAG-BNV7B,S4Euk_TTGAAG-BNV7B,2024-07-29T08:22:04,3.14,France: Mediterranean sea: North West,2015-01-15,Metagenome or environmental,42.48,MGYS00006680
SRS5841567,42.48,SAMN13327142,3.14,SRS5841567,Metagenome or environmental sample from seawater metagenome,S59Pro_TGATGC-BFCG2,S59Pro_TGATGC-BFCG2,2024-07-29T08:21:49,3.14,France: Mediterranean sea: North West,2015-12-07,Metagenome or environmental,42.48,MGYS00006680
SRS5841565,42.48,SAMN13327139,3.14,SRS5841565,Metagenome or environmental sample from seawater metagenome,S56Pro_TCAGCG-BFCG2,S56Pro_TCAGCG-BFCG2,2024-07-29T08:21:35,3.14,France: Mediterranean sea: North West,2015-11-23,Metagenome or environmental,42.48,MGYS00006680
SRS5841563,42.48,SAMN13327137,3.14,SRS5841563,Metagenome or environmental sample from seawater metagenome,S54Pro_TTGAAG-BFCG2,S54Pro_TTGAAG-BFCG2,2024-07-29T08:21:19,3.14,France: Mediterranean sea: North West,2015-11-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841561,42.48,SAMN13327135,3.14,SRS5841561,Metagenome or environmental sample from seawater metagenome,S52Pro_ATTCTC-BFCG2,S52Pro_ATTCTC-BFCG2,2024-07-29T08:21:02,3.14,France: Mediterranean sea: North West,2015-10-26,Metagenome or environmental,42.48,MGYS00006680
SRS5841576,42.48,SAMN13327134,3.14,SRS5841576,Metagenome or environmental sample from seawater metagenome,S51Pro_GACGAT-BFCG2,S51Pro_GACGAT-BFCG2,2024-07-29T08:20:47,3.14,France: Mediterranean sea: North West,2015-10-19,Metagenome or environmental,42.48,MGYS00006680
SRS5841560,42.48,SAMN13327133,3.14,SRS5841560,Metagenome or environmental sample from seawater metagenome,S50Pro_CTACAT-BFCTJ,S50Pro_CTACAT-BFCTJ,2024-07-29T08:20:31,3.14,France: Mediterranean sea: North West,2015-10-12,Metagenome or environmental,42.48,MGYS00006680
SRS5841559,42.48,SAMN13326957,3.14,SRS5841559,Metagenome or environmental sample from seawater metagenome,S21Euk_CGTTAA-BNV7B,S21Euk_CGTTAA-BNV7B,2024-07-29T08:20:15,3.14,France: Mediterranean sea: North West,2015-03-16,Metagenome or environmental,42.48,MGYS00006680
SRS5841575,42.48,SAMN13327130,3.14,SRS5841575,Metagenome or environmental sample from seawater metagenome,S47Pro_CAACAG-BFCTJ,S47Pro_CAACAG-BFCTJ,2024-07-29T08:19:58,3.14,France: Mediterranean sea: North West,2015-09-21,Metagenome or environmental,42.48,MGYS00006680
SRS5841556,42.48,SAMN13327129,3.14,SRS5841556,Metagenome or environmental sample from seawater metagenome,S46Pro_AGCCTG-BFCTJ,S46Pro_AGCCTG-BFCTJ,2024-07-29T08:19:43,3.14,France: Mediterranean sea: North West,2015-09-07,Metagenome or environmental,42.48,MGYS00006680
SRS5841550,42.48,SAMN13327123,3.14,SRS5841550,Metagenome or environmental sample from seawater metagenome,S40Pro_GCCAAG-BFCTJ,S40Pro_GCCAAG-BFCTJ,2024-07-29T08:19:28,3.14,France: Mediterranean sea: North West,2015-07-27,Metagenome or environmental,42.48,MGYS00006680
SRS5841548,42.48,SAMN13327122,3.14,SRS5841548,Metagenome or environmental sample from seawater metagenome,S39Pro_AGCGAC-BFCTJ,S39Pro_AGCGAC-BFCTJ,2024-07-29T08:19:12,3.14,France: Mediterranean sea: North West,2015-07-20,Metagenome or environmental,42.48,MGYS00006680
SRS5841544,42.48,SAMN13327118,3.14,SRS5841544,Metagenome or environmental sample from seawater metagenome,S35Pro_ACATAT-BFCTJ,S35Pro_ACATAT-BFCTJ,2024-07-29T08:18:52,3.14,France: Mediterranean sea: North West,2015-06-22,Metagenome or environmental,42.48,MGYS00006680
SRS5841539,42.48,SAMN13327113,3.14,SRS5841539,Metagenome or environmental sample from seawater metagenome,S30Pro_GGTAGC-BFCTJ,S30Pro_GGTAGC-BFCTJ,2024-07-29T08:18:36,3.14,France: Mediterranean sea: North West,2015-05-11,Metagenome or environmental,42.48,MGYS00006680
SRS5841536,42.48,SAMN13327111,3.14,SRS5841536,Metagenome or environmental sample from seawater metagenome,S28Pro_TGAGCA-BFCTJ,S28Pro_TGAGCA-BFCTJ,2024-07-29T08:18:20,3.14,France: Mediterranean sea: North West,2015-04-27,Metagenome or environmental,42.48,MGYS00006680
SRS5841533,42.48,SAMN13327110,3.14,SRS5841533,Metagenome or environmental sample from seawater metagenome,S27Pro_AATATG-BFCTJ,S27Pro_AATATG-BFCTJ,2024-07-29T08:18:06,3.14,France: Mediterranean sea: North West,2015-04-20,Metagenome or environmental,42.48,MGYS00006680
SRS5841535,42.48,SAMN13327109,3.14,SRS5841535,Metagenome or environmental sample from seawater metagenome,S26Pro_CAGAGC-BFCTJ,S26Pro_CAGAGC-BFCTJ,2024-07-29T08:17:51,3.14,France: Mediterranean sea: North West,2015-04-13,Metagenome or environmental,42.48,MGYS00006680
SRS5841534,42.48,SAMN13327108,3.14,SRS5841534,Metagenome or environmental sample from seawater metagenome,S25Pro_TTAGCT-BFCTJ,S25Pro_TTAGCT-BFCTJ,2024-07-29T08:17:37,3.14,France: Mediterranean sea: North West,2015-04-08,Metagenome or environmental,42.48,MGYS00006680
SRS5841528,42.48,SAMN13326954,3.14,SRS5841528,Metagenome or environmental sample from seawater metagenome,S18Euk_GGGTCT-BNV7B,S18Euk_GGGTCT-BNV7B,2024-07-29T08:17:22,3.14,France: Mediterranean sea: North West,2015-03-04,Metagenome or environmental,42.48,MGYS00006680
SRS5841524,42.48,SAMN13327101,3.14,SRS5841524,Metagenome or environmental sample from seawater metagenome,S18Pro_TCGCGC-BFCTJ,S18Pro_TCGCGC-BFCTJ,2024-07-29T08:17:05,3.14,France: Mediterranean sea: North West,2015-03-04,Metagenome or environmental,42.48,MGYS00006680
SRS5841510,42.48,SAMN13327089,3.14,SRS5841510,Metagenome or environmental sample from seawater metagenome,S6Pro_GTTCGC-BFCTJ,S6Pro_GTTCGC-BFCTJ,2024-07-29T08:16:47,3.14,France: Mediterranean sea: North West,2015-01-22,Metagenome or environmental,42.48,MGYS00006680
SRS5841508,42.48,SAMN13327086,3.14,SRS5841508,Metagenome or environmental sample from seawater metagenome,S3Pro_AGTTTG-BFCTJ,S3Pro_AGTTTG-BFCTJ,2024-07-29T08:16:32,3.14,France: Mediterranean sea: North West,2015-01-12,Metagenome or environmental,42.48,MGYS00006680
SRS5841505,42.48,SAMN13327084,3.14,SRS5841505,Metagenome or environmental sample from seawater metagenome,S1Pro_TTCGAG-BFCTJ,S1Pro_TTCGAG-BFCTJ,2024-07-29T08:16:17,3.14,France: Mediterranean sea: North West,2015-01-05,Metagenome or environmental,42.48,MGYS00006680
SRS5841503,42.48,SAMN13326952,3.14,SRS5841503,Metagenome or environmental sample from seawater metagenome,S16Euk_TTGACT-BNV7B,S16Euk_TTGACT-BNV7B,2024-07-29T08:16:03,3.14,France: Mediterranean sea: North West,2015-02-26,Metagenome or environmental,42.48,MGYS00006680
SRS5841501,42.48,SAMN13327075,3.14,SRS5841501,Metagenome or environmental sample from seawater metagenome,S139Euk_AATGAA-BNV7B,S139Euk_AATGAA-BNV7B,2024-07-29T08:15:48,3.14,France: Mediterranean sea: North West,2017-03-21,Metagenome or environmental,42.48,MGYS00006680
SRS5841498,42.48,SAMN13327068,3.14,SRS5841498,Metagenome or environmental sample from seawater metagenome,S132Euk_CGCACA-BNV7B,S132Euk_CGCACA-BNV7B,2024-07-29T08:15:33,3.14,France: Mediterranean sea: North West,2017-02-23,Metagenome or environmental,42.48,MGYS00006680
SRS5841493,42.48,SAMN13326951,3.14,SRS5841493,Metagenome or environmental sample from seawater metagenome,S15Euk_CACTAA-BNV7B,S15Euk_CACTAA-BNV7B,2024-07-29T08:15:19,3.14,France: Mediterranean sea: North West,2015-02-23,Metagenome or environmental,42.48,MGYS00006680
SRS5841490,42.48,SAMN13327066,3.14,SRS5841490,Metagenome or environmental sample from seawater metagenome,S130Euk_CTCATA-BNV7B,S130Euk_CTCATA-BNV7B,2024-07-29T08:15:01,3.14,France: Mediterranean sea: North West,2017-02-17,Metagenome or environmental,42.48,MGYS00006680
SRS5841488,42.48,SAMN13327063,3.14,SRS5841488,Metagenome or environmental sample from seawater metagenome,S127Euk_TACGGC-BNV7B,S127Euk_TACGGC-BNV7B,2024-07-29T08:14:45,3.14,France: Mediterranean sea: North West,2017-02-07,Metagenome or environmental,42.48,MGYS00006680
SRS5841483,42.48,SAMN13326950,3.14,SRS5841483,Metagenome or environmental sample from seawater metagenome,S14Euk_TGTCGT-BNV7B,S14Euk_TGTCGT-BNV7B,2024-07-29T08:14:30,3.14,France: Mediterranean sea: North West,2015-02-19,Metagenome or environmental,42.48,MGYS00006680
SRS5841480,42.48,SAMN13327056,3.14,SRS5841480,Metagenome or environmental sample from seawater metagenome,S120Euk_GTAGTT-BNV7B,S120Euk_GTAGTT-BNV7B,2024-07-29T08:14:14,3.14,France: Mediterranean sea: North West,2017-01-09,Metagenome or environmental,42.48,MGYS00006680
SRS5841481,42.48,SAMN13327055,3.14,SRS5841481,Metagenome or environmental sample from seawater metagenome,S119Euk_TCTCTC-BNV7B,S119Euk_TCTCTC-BNV7B,2024-07-29T08:13:57,3.14,France: Mediterranean sea: North West,2017-01-05,Metagenome or environmental,42.48,MGYS00006680
SRS5841479,42.48,SAMN13327054,3.14,SRS5841479,Metagenome or environmental sample from seawater metagenome,S118Euk_TCATGT-BNV7B,S118Euk_TCATGT-BNV7B,2024-07-29T08:13:41,3.14,France: Mediterranean sea: North West,2017-01-03,Metagenome or environmental,42.48,MGYS00006680
SRS5841476,42.48,SAMN13327051,3.14,SRS5841476,Metagenome or environmental sample from seawater metagenome,S115Euk_CGATAC-BNV7B,S115Euk_CGATAC-BNV7B,2024-07-29T08:13:26,3.14,France: Mediterranean sea: North West,2016-12-13,Metagenome or environmental,42.48,MGYS00006680
SRS5841472,42.48,SAMN13326949,3.14,SRS5841472,Metagenome or environmental sample from seawater metagenome,S13Euk_AACGTC-BNV7B,S13Euk_AACGTC-BNV7B,2024-07-29T08:13:11,3.14,France: Mediterranean sea: North West,2015-02-16,Metagenome or environmental,42.48,MGYS00006680
SRS5841471,42.48,SAMN13327047,3.14,SRS5841471,Metagenome or environmental sample from seawater metagenome,S111Euk_GCCGCG-BNV7B,S111Euk_GCCGCG-BNV7B,2024-07-29T08:12:54,3.14,France: Mediterranean sea: North West,2016-11-22,Metagenome or environmental,42.48,MGYS00006680
SRS5841468,42.48,SAMN13327044,3.14,SRS5841468,Metagenome or environmental sample from seawater metagenome,S108Euk_TCCAGA-BNV7B,S108Euk_TCCAGA-BNV7B,2024-07-29T08:12:26,3.14,France: Mediterranean sea: North West,2016-11-02,Metagenome or environmental,42.48,MGYS00006680
SRS5841467,42.48,SAMN13327043,3.14,SRS5841467,Metagenome or environmental sample from seawater metagenome,S107Euk_AGGGCA-BNV7B,S107Euk_AGGGCA-BNV7B,2024-07-29T08:12:04,3.14,France: Mediterranean sea: North West,2016-10-25,Metagenome or environmental,42.48,MGYS00006680
SRS5841465,42.48,SAMN13327041,3.14,SRS5841465,Metagenome or environmental sample from seawater metagenome,S105Euk_CCTCCC-BNV7B,S105Euk_CCTCCC-BNV7B,2024-07-29T08:11:45,3.14,France: Mediterranean sea: North West,2016-10-11,Metagenome or environmental,42.48,MGYS00006680
SRS5841464,42.48,SAMN13327040,3.14,SRS5841464,Metagenome or environmental sample from seawater metagenome,S104Euk_GGCTTG-BNV7B,S104Euk_GGCTTG-BNV7B,2024-07-29T08:11:29,3.14,France: Mediterranean sea: North West,2016-10-04,Metagenome or environmental,42.48,MGYS00006680
SRS5841690,42.48,SAMN13326988,3.14,SRS5841690,Metagenome or environmental sample from seawater metagenome,S52Euk_GAGCAA-BNV7B,S52Euk_GAGCAA-BNV7B,2024-07-29T08:11:13,3.14,France: Mediterranean sea: North West,2015-10-26,Metagenome or environmental,42.48,MGYS00006680
SRS5841607,42.48,SAMN13327174,3.14,SRS5841607,Metagenome or environmental sample from seawater metagenome,S91Pro_AGAAGT-BFCG2,S91Pro_AGAAGT-BFCG2,2024-07-29T08:10:53,3.14,France: Mediterranean sea: North West,2016-04-25,Metagenome or environmental,42.48,MGYS00006680
SRS5841564,42.48,SAMN13327138,3.14,SRS5841564,Metagenome or environmental sample from seawater metagenome,S55Pro_AAAGTA-BFCG2,S55Pro_AAAGTA-BFCG2,2024-07-29T08:10:37,3.14,France: Mediterranean sea: North West,2015-11-16,Metagenome or environmental,42.48,MGYS00006680
SRS5841557,42.48,SAMN13327131,3.14,SRS5841557,Metagenome or environmental sample from seawater metagenome,S48Pro_TTTGTA-BFCTJ,S48Pro_TTTGTA-BFCTJ,2024-07-29T08:10:20,3.14,France: Mediterranean sea: North West,2015-09-28,Metagenome or environmental,42.48,MGYS00006680
SRS5841547,42.48,SAMN13327121,3.14,SRS5841547,Metagenome or environmental sample from seawater metagenome,S38Pro_TCTCGG-BFCTJ,S38Pro_TCTCGG-BFCTJ,2024-07-29T08:10:06,3.14,France: Mediterranean sea: North West,2015-07-15,Metagenome or environmental,42.48,MGYS00006680
SRS5841540,42.48,SAMN13327115,3.14,SRS5841540,Metagenome or environmental sample from seawater metagenome,S32Pro_AAATTG-BFCTJ,S32Pro_AAATTG-BFCTJ,2024-07-29T08:09:52,3.14,France: Mediterranean sea: North West,2015-06-01,Metagenome or environmental,42.48,MGYS00006680
